Date,Market,Code,Name,Variety,High,Mid,Low,Avg,Volume
114/02/16,一市,FV9,辣椒,進口,73.8,48,80.0,72.9,70.0
114/02/16,二市,FV0,辣椒,其他,107.7,31,293.1,68.6,40.0
114/02/16,二市,FV1,辣椒,紅小,87.3,931,102.2,90.4,62.9
114/02/16,二市,FV2,辣椒,青小,29.8,125,50.0,28.0,15.0
114/02/16,二市,FV4,辣椒,朝天椒,95.3,"1,562",119.8,93.6,76.0
114/02/16,二市,FV6,辣椒,糯米椒,91.2,442,106.6,97.4,57.5
114/02/16,二市,FV9,辣椒,進口,61.5,396,90.0,69.2,10.0
114/02/15,一市,FV0,辣椒,其他,40.7,244,76.3,35.2,21.6
114/02/15,一市,FV1,辣椒,紅小,89.0,"3,796",129.5,84.8,61.2
114/02/15,一市,FV2,辣椒,青小,91.7,133,125.0,91.9,58.1
114/02/15,一市,FV3,辣椒,雞心,305.0,3,310.0,305.0,300.0
114/02/15,一市,FV4,辣椒,朝天椒,94.7,"2,900",123.2,91.2,76.4
114/02/15,一市,FV6,辣椒,糯米椒,72.5,988,117.8,72.3,27.9
114/02/15,一市,FV9,辣椒,進口,80.0,50,80.0,80.0,80.0
114/02/15,二市,FV0,辣椒,其他,75.0,11,75.0,75.0,75.0
114/02/15,二市,FV1,辣椒,紅小,108.1,820,139.8,110.1,70.3
114/02/15,二市,FV2,辣椒,青小,52.7,66,80.0,54.6,20.0
114/02/15,二市,FV4,辣椒,朝天椒,98.3,827,116.9,101.5,70.1
114/02/15,二市,FV6,辣椒,糯米椒,125.6,190,139.0,130.0,98.8
114/02/15,二市,FV9,辣椒,進口,96.6,280,100.0,100.0,83.0
114/02/12,一市,FV0,辣椒,其他,37.8,375,114.5,21.8,9.1
114/02/12,一市,FV1,辣椒,紅小,107.7,"2,594",140.2,106.9,77.8
114/02/12,一市,FV2,辣椒,青小,25.3,484,40.3,25.5,10.0
114/02/12,一市,FV3,辣椒,雞心,123.3,3,130.0,122.2,120.0
114/02/12,一市,FV4,辣椒,朝天椒,86.2,"3,381",103.4,86.3,68.6
114/02/12,一市,FV6,辣椒,糯米椒,54.8,"1,295",84.7,53.6,28.8
114/02/12,一市,FV9,辣椒,進口,98.4,228,100.0,100.0,92.1
114/02/12,二市,FV0,辣椒,其他,43.7,55,115.0,29.6,15.0
114/02/12,二市,FV1,辣椒,紅小,117.0,"1,120",145.7,115.0,94.5
114/02/12,二市,FV2,辣椒,青小,23.9,195,41.2,21.1,15.0
114/02/12,二市,FV4,辣椒,朝天椒,82.5,"1,364",102.1,83.5,60.0
114/02/12,二市,FV6,辣椒,糯米椒,69.0,365,98.7,72.3,29.3
114/02/11,一市,FV0,辣椒,其他,64.5,371,163.0,44.8,24.9
114/02/11,一市,FV1,辣椒,紅小,129.6,"3,122",156.5,131.7,96.1
114/02/11,一市,FV2,辣椒,青小,42.0,228,64.8,39.5,26.5
114/02/11,一市,FV3,辣椒,雞心,135.0,2,140.0,135.0,130.0
114/02/11,一市,FV4,辣椒,朝天椒,92.3,"3,930",108.6,91.4,78.9
114/02/11,一市,FV5,辣椒,青龍,8.0,12,8.0,8.0,8.0
114/02/11,一市,FV6,辣椒,糯米椒,49.9,"1,431",82.9,46.5,27.0
114/02/11,一市,FV9,辣椒,進口,90.0,105,90.0,90.0,90.0
114/02/11,二市,FV0,辣椒,其他,57.2,57,144.2,40.6,20.0
114/02/11,二市,FV1,辣椒,紅小,136.5,826,165.6,137.9,102.9
114/02/11,二市,FV2,辣椒,青小,28.3,45,35.0,31.7,11.7
114/02/11,二市,FV4,辣椒,朝天椒,95.1,"1,151",111.3,95.3,78.3
114/02/11,二市,FV6,辣椒,糯米椒,85.5,183,129.6,87.2,36.5
114/02/09,一市,FV0,辣椒,其他,53.4,257,169.0,29.0,11.2
114/02/09,一市,FV1,辣椒,紅小,126.7,"2,304",160.6,126.4,93.4
114/02/09,一市,FV2,辣椒,青小,25.2,532,44.1,24.2,9.3
114/02/09,一市,FV3,辣椒,雞心,120.0,5,120.0,120.0,120.0
114/02/09,一市,FV4,辣椒,朝天椒,90.2,"3,289",108.4,89.1,75.3
114/02/09,一市,FV6,辣椒,糯米椒,60.7,"1,537",90.8,60.5,31.2
114/02/09,二市,FV0,辣椒,其他,73.4,43,170.0,59.0,20.0
114/02/09,二市,FV1,辣椒,紅小,152.7,408,184.9,157.3,106.9
114/02/09,二市,FV2,辣椒,青小,34.9,148,50.0,36.8,14.3
114/02/09,二市,FV4,辣椒,朝天椒,73.3,"1,394",88.3,73.2,58.9
114/02/09,二市,FV6,辣椒,糯米椒,63.3,196,82.7,67.6,30.8
114/02/08,一市,FV0,辣椒,其他,41.5,303,100.0,32.5,10.0
114/02/08,一市,FV1,辣椒,紅小,134.4,"2,687",163.5,139.4,90.4
114/02/08,一市,FV2,辣椒,青小,32.4,909,50.4,30.6,19.8
114/02/08,一市,FV3,辣椒,雞心,116.7,6,135.0,126.1,70.0
114/02/08,一市,FV4,辣椒,朝天椒,98.7,"2,556",119.8,100.2,73.1
114/02/08,一市,FV6,辣椒,糯米椒,57.5,"1,516",98.1,55.1,23.9
114/02/08,一市,FV9,辣椒,進口,80.0,217,80.0,80.0,80.0
114/02/08,二市,FV0,辣椒,其他,83.9,64,168.1,73.7,30.0
114/02/08,二市,FV1,辣椒,紅小,145.3,426,183.4,145.5,106.6
114/02/08,二市,FV2,辣椒,青小,28.1,134,70.3,20.0,10.0
114/02/08,二市,FV4,辣椒,朝天椒,84.1,"1,040",101.4,84.7,65.1
114/02/08,二市,FV6,辣椒,糯米椒,37.0,484,66.0,35.4,12.8
114/02/07,一市,FV0,辣椒,其他,65.2,120,123.8,57.1,30.8
114/02/07,一市,FV1,辣椒,紅小,120.6,"3,309",156.6,122.8,77.8
114/02/07,一市,FV2,辣椒,青小,42.6,613,55.5,43.7,26.4
114/02/07,一市,FV3,辣椒,雞心,100.0,2,100.0,100.0,100.0
114/02/07,一市,FV4,辣椒,朝天椒,71.9,"4,133",86.2,71.9,58.0
114/02/07,一市,FV6,辣椒,糯米椒,48.4,"2,165",83.1,43.6,28.4
114/02/07,二市,FV0,辣椒,其他,53.0,44,170.0,27.0,14.0
114/02/07,二市,FV1,辣椒,紅小,104.9,671,123.2,109.7,72.1
114/02/07,二市,FV2,辣椒,青小,17.1,466,30.0,15.1,10.0
114/02/07,二市,FV4,辣椒,朝天椒,76.0,"1,273",94.7,75.0,60.3
114/02/07,二市,FV5,辣椒,青龍,10.0,35,10.0,10.0,10.0
114/02/07,二市,FV6,辣椒,糯米椒,53.7,211,94.2,52.5,17.0
114/02/05,一市,FV0,辣椒,其他,53.1,140,105.2,46.0,22.5
114/02/05,一市,FV1,辣椒,紅小,142.6,"3,235",184.1,149.3,81.2
114/02/05,一市,FV2,辣椒,青小,53.4,502,68.5,53.4,38.5
114/02/05,一市,FV3,辣椒,雞心,156.3,12,168.3,160.0,132.9
114/02/05,一市,FV4,辣椒,朝天椒,91.8,"3,919",119.8,89.2,71.3
114/02/05,一市,FV6,辣椒,糯米椒,58.2,"2,269",89.4,57.4,29.3
114/02/05,二市,FV0,辣椒,其他,51.2,60,170.0,23.3,15.8
114/02/05,二市,FV1,辣椒,紅小,143.4,898,186.1,139.9,111.4
114/02/05,二市,FV2,辣椒,青小,28.9,374,51.4,25.8,15.9
114/02/05,二市,FV4,辣椒,朝天椒,76.8,"1,539",99.8,77.4,52.0
114/02/05,二市,FV6,辣椒,糯米椒,44.3,350,74.0,43.7,16.6
114/02/04,一市,FV0,辣椒,其他,35.9,159,100.4,23.1,9.9
114/02/04,一市,FV1,辣椒,紅小,157.7,"2,890",199.2,160.0,109.6
114/02/04,一市,FV2,辣椒,青小,54.9,245,75.3,57.8,25.9
114/02/04,一市,FV3,辣椒,雞心,165.0,4,180.0,165.0,150.0
114/02/04,一市,FV4,辣椒,朝天椒,94.4,"4,488",121.2,93.2,71.4
114/02/04,一市,FV6,辣椒,糯米椒,92.9,"1,396",134.5,91.4,55.7
114/02/04,一市,FV9,辣椒,進口,80.0,14,80.0,80.0,80.0
114/02/04,二市,FV0,辣椒,其他,40.1,83,100.3,25.0,25.0
114/02/04,二市,FV1,辣椒,紅小,192.3,583,260.5,195.0,116.0
114/02/04,二市,FV2,辣椒,青小,95.8,102,121.4,90.0,87.6
114/02/04,二市,FV4,辣椒,朝天椒,94.6,"1,481",114.0,96.7,69.2
114/02/04,二市,FV5,辣椒,青龍,10.0,25,10.0,10.0,10.0
114/02/04,二市,FV6,辣椒,糯米椒,54.1,216,95.6,51.6,19.9
114/02/03,一市,FV0,辣椒,其他,62.1,110,174.1,38.8,20.0
114/02/03,一市,FV1,辣椒,紅小,192.7,"2,166",228.0,200.5,133.8
114/02/03,一市,FV2,辣椒,青小,50.7,188,66.5,52.1,30.8
114/02/03,一市,FV3,辣椒,雞心,171.0,5,195.0,170.0,150.0
114/02/03,一市,FV4,辣椒,朝天椒,105.2,"4,039",120.9,104.4,91.7
114/02/03,一市,FV5,辣椒,青龍,10.0,8,10.0,10.0,10.0
114/02/03,一市,FV6,辣椒,糯米椒,112.2,677,158.7,119.9,42.4
114/02/03,一市,FV9,辣椒,進口,80.0,12,80.0,80.0,80.0
114/02/03,二市,FV0,辣椒,其他,86.7,6,240.0,61.1,10.0
114/02/03,二市,FV1,辣椒,紅小,211.1,207,291.9,209.7,134.6
114/02/03,二市,FV2,辣椒,青小,69.1,56,89.8,65.2,60.0
114/02/03,二市,FV4,辣椒,朝天椒,96.1,"1,509",115.8,97.1,73.5
114/02/03,二市,FV6,辣椒,糯米椒,60.1,297,104.3,55.5,29.9
114/01/28,一市,FV0,辣椒,其他,14.3,89,51.4,5.0,5.0
114/01/28,一市,FV1,辣椒,紅小,71.9,480,171.4,58.2,13.5
114/01/28,一市,FV2,辣椒,青小,26.5,52,35.0,25.9,20.0
114/01/28,一市,FV3,辣椒,雞心,100.0,1,100.0,100.0,100.0
114/01/28,一市,FV4,辣椒,朝天椒,126.5,"1,503",145.8,128.2,102.0
114/01/28,一市,FV5,辣椒,青龍,6.8,108,7.0,7.0,6.2
114/01/28,一市,FV6,辣椒,糯米椒,34.6,334,86.1,25.8,9.6
114/01/28,一市,FV9,辣椒,進口,61.0,368,64.9,60.0,60.0
114/01/28,二市,FV0,辣椒,其他,10.0,5,10.0,10.0,10.0
114/01/28,二市,FV1,辣椒,紅小,126.8,91,165.0,131.9,73.5
114/01/28,二市,FV2,辣椒,青小,17.6,37,20.0,18.7,11.6
114/01/28,二市,FV4,辣椒,朝天椒,116.1,777,141.2,119.7,80.2
114/01/28,二市,FV6,辣椒,糯米椒,36.0,179,96.4,23.9,11.7
114/01/27,一市,FV0,辣椒,其他,49.0,116,140.3,31.5,10.0
114/01/27,一市,FV1,辣椒,紅小,97.8,"2,216",158.9,101.2,26.2
114/01/27,一市,FV2,辣椒,青小,23.0,266,35.6,24.8,5.0
114/01/27,一市,FV3,辣椒,雞心,200.0,3,200.0,200.0,200.0
114/01/27,一市,FV4,辣椒,朝天椒,141.8,"2,721",168.5,142.9,111.6
114/01/27,一市,FV6,辣椒,糯米椒,54.7,944,100.1,51.3,19.5
114/01/27,一市,FV9,辣椒,進口,64.4,270,100.0,72.4,5.0
114/01/27,二市,FV0,辣椒,其他,20.0,40,20.0,20.0,20.0
114/01/27,二市,FV1,辣椒,紅小,107.5,359,189.8,109.5,19.3
114/01/27,二市,FV2,辣椒,青小,30.0,12,30.0,30.0,30.0
114/01/27,二市,FV4,辣椒,朝天椒,139.4,"1,419",186.2,138.2,96.1
114/01/27,二市,FV5,辣椒,青龍,15.0,9,15.0,15.0,15.0
114/01/27,二市,FV6,辣椒,糯米椒,21.0,704,48.1,17.7,4.0
114/01/27,二市,FV9,辣椒,進口,81.7,454,101.0,89.4,39.3
114/01/26,一市,FV0,辣椒,其他,32.2,250,75.6,26.4,6.1
114/01/26,一市,FV1,辣椒,紅小,119.0,"2,571",218.7,111.8,40.9
114/01/26,一市,FV2,辣椒,青小,26.2,316,44.6,25.9,8.6
114/01/26,一市,FV3,辣椒,雞心,283.3,6,391.7,288.9,158.3
114/01/26,一市,FV4,辣椒,朝天椒,158.3,"2,903",193.9,162.6,110.0
114/01/26,一市,FV6,辣椒,糯米椒,48.9,"1,616",82.5,47.3,20.1
114/01/26,一市,FV9,辣椒,進口,97.0,476,115.5,96.5,80.0
114/01/26,二市,FV0,辣椒,其他,30.2,68,54.7,27.0,15.0
114/01/26,二市,FV1,辣椒,紅小,97.2,398,179.2,93.7,25.8
114/01/26,二市,FV2,辣椒,青小,48.7,105,60.0,51.4,29.3
114/01/26,二市,FV4,辣椒,朝天椒,175.3,"1,242",204.8,175.1,146.6
114/01/26,二市,FV6,辣椒,糯米椒,54.4,809,102.2,50.0,19.8
114/01/26,二市,FV9,辣椒,進口,116.8,580,150.2,111.1,100.5
114/01/25,一市,FV0,辣椒,其他,27.7,356,69.1,19.8,10.0
114/01/25,一市,FV1,辣椒,紅小,188.2,"1,941",269.8,186.2,112.7
114/01/25,一市,FV2,辣椒,青小,26.0,642,36.8,28.5,7.7
114/01/25,一市,FV4,辣椒,朝天椒,191.7,"2,835",245.2,194.5,129.7
114/01/25,一市,FV5,辣椒,青龍,35.0,12,35.0,35.0,35.0
114/01/25,一市,FV6,辣椒,糯米椒,61.1,"1,049",108.7,58.5,21.6
114/01/25,一市,FV9,辣椒,進口,117.9,264,120.0,120.0,109.4
114/01/25,二市,FV0,辣椒,其他,27.7,93,54.2,23.2,15.0
114/01/25,二市,FV1,辣椒,紅小,117.7,633,168.3,117.9,66.3
114/01/25,二市,FV2,辣椒,青小,28.8,189,47.7,28.8,10.0
114/01/25,二市,FV4,辣椒,朝天椒,201.7,"1,069",234.9,205.1,158.6
114/01/25,二市,FV5,辣椒,青龍,10.0,22,10.0,10.0,10.0
114/01/25,二市,FV6,辣椒,糯米椒,60.7,694,101.1,57.0,31.2
114/01/24,一市,FV0,辣椒,其他,48.4,260,159.7,24.6,8.4
114/01/24,一市,FV1,辣椒,紅小,227.7,"1,183",294.1,232.9,145.8
114/01/24,一市,FV2,辣椒,青小,25.9,631,37.7,26.2,13.1
114/01/24,一市,FV3,辣椒,雞心,450.0,6,450.0,450.0,450.0
114/01/24,一市,FV4,辣椒,朝天椒,214.3,"2,613",256.3,217.9,161.6
114/01/24,一市,FV6,辣椒,糯米椒,56.0,"1,787",102.8,52.9,18.3
114/01/24,一市,FV9,辣椒,進口,105.0,240,140.0,101.7,80.0
114/01/24,二市,FV0,辣椒,其他,37.2,57,49.0,36.4,28.0
114/01/24,二市,FV1,辣椒,紅小,121.6,460,178.6,130.0,39.4
114/01/24,二市,FV2,辣椒,青小,48.0,112,83.0,47.4,15.0
114/01/24,二市,FV4,辣椒,朝天椒,214.4,672,268.8,223.2,133.8
114/01/24,二市,FV5,辣椒,青龍,14.4,52,15.0,15.0,12.1
114/01/24,二市,FV6,辣椒,糯米椒,66.5,403,103.5,65.1,33.7
114/01/24,二市,FV9,辣椒,進口,150.0,100,150.0,150.0,150.0
114/01/23,一市,FV0,辣椒,其他,136.1,154,332.4,106.9,27.4
114/01/23,一市,FV1,辣椒,紅小,152.9,"1,289",208.7,152.4,98.9
114/01/23,一市,FV2,辣椒,青小,35.9,549,47.5,36.6,22.3
114/01/23,一市,FV3,辣椒,雞心,555.0,2,560.0,555.0,550.0
114/01/23,一市,FV4,辣椒,朝天椒,210.4,"2,639",239.5,218.2,157.8
114/01/23,一市,FV6,辣椒,糯米椒,66.5,"2,196",100.7,67.6,29.0
114/01/23,一市,FV9,辣椒,進口,80.0,14,80.0,80.0,80.0
114/01/23,二市,FV0,辣椒,其他,67.0,59,95.0,68.4,34.6
114/01/23,二市,FV1,辣椒,紅小,110.6,457,163.0,111.0,57.2
114/01/23,二市,FV2,辣椒,青小,36.4,188,60.0,35.8,14.8
114/01/23,二市,FV3,辣椒,雞心,100.0,1,100.0,100.0,100.0
114/01/23,二市,FV4,辣椒,朝天椒,180.7,682,221.3,193.1,103.0
114/01/23,二市,FV5,辣椒,青龍,13.0,24,13.0,13.0,13.0
114/01/23,二市,FV6,辣椒,糯米椒,56.8,487,94.1,54.4,26.6
114/01/22,一市,FV0,辣椒,其他,135.1,73,255.0,128.3,35.8
114/01/22,一市,FV1,辣椒,紅小,130.1,"1,364",213.1,121.3,73.5
114/01/22,一市,FV2,辣椒,青小,37.8,863,50.6,40.7,16.3
114/01/22,一市,FV3,辣椒,雞心,500.0,5,560.0,555.0,275.0
114/01/22,一市,FV4,辣椒,朝天椒,189.0,"1,925",224.2,199.3,122.9
114/01/22,一市,FV6,辣椒,糯米椒,90.1,"1,521",122.8,94.2,45.4
114/01/22,一市,FV9,辣椒,進口,80.0,154,80.0,80.0,80.0
114/01/22,二市,FV0,辣椒,其他,31.9,58,59.5,25.0,25.0
114/01/22,二市,FV1,辣椒,紅小,115.6,420,151.3,113.1,87.2
114/01/22,二市,FV2,辣椒,青小,33.7,237,62.1,28.8,20.0
114/01/22,二市,FV4,辣椒,朝天椒,165.9,769,202.0,174.9,102.8
114/01/22,二市,FV5,辣椒,青龍,18.8,40,20.0,19.6,15.0
114/01/22,二市,FV6,辣椒,糯米椒,75.5,519,120.9,71.6,41.6
114/01/21,一市,FV0,辣椒,其他,104.9,151,265.7,77.5,26.0
114/01/21,一市,FV1,辣椒,紅小,115.9,"1,308",188.1,108.4,66.3
114/01/21,一市,FV2,辣椒,青小,31.6,949,48.1,32.5,12.4
114/01/21,一市,FV3,辣椒,雞心,472.5,4,490.0,474.2,450.0
114/01/21,一市,FV4,辣椒,朝天椒,176.7,"2,473",222.4,175.6,134.2
114/01/21,一市,FV6,辣椒,糯米椒,95.7,"1,368",152.8,96.3,36.6
114/01/21,一市,FV9,辣椒,進口,70.9,231,74.6,70.0,70.0
114/01/21,二市,FV0,辣椒,其他,55.3,79,124.4,40.7,30.0
114/01/21,二市,FV1,辣椒,紅小,87.7,634,127.1,89.6,42.5
114/01/21,二市,FV2,辣椒,青小,42.5,198,104.8,31.3,13.7
114/01/21,二市,FV4,辣椒,朝天椒,142.5,"1,280",170.4,148.9,95.4
114/01/21,二市,FV5,辣椒,青龍,20.0,14,20.0,20.0,20.0
114/01/21,二市,FV6,辣椒,糯米椒,94.3,477,127.3,93.0,65.1
114/01/19,一市,FV0,辣椒,其他,54.3,206,143.7,37.5,14.9
114/01/19,一市,FV1,辣椒,紅小,104.0,"2,042",147.9,104.0,59.9
114/01/19,一市,FV2,辣椒,青小,31.3,829,43.5,34.3,10.1
114/01/19,一市,FV3,辣椒,雞心,450.0,4,450.0,450.0,450.0
114/01/19,一市,FV4,辣椒,朝天椒,154.6,"1,956",199.9,156.5,104.0
114/01/19,一市,FV6,辣椒,糯米椒,80.3,"1,771",130.0,78.3,36.8
114/01/19,一市,FV9,辣椒,進口,70.2,658,90.0,68.6,55.0
114/01/19,二市,FV0,辣椒,其他,50.9,64,55.0,51.1,46.5
114/01/19,二市,FV1,辣椒,紅小,106.9,533,126.9,110.2,77.1
114/01/19,二市,FV2,辣椒,青小,41.6,135,50.0,43.3,27.8
114/01/19,二市,FV4,辣椒,朝天椒,139.6,"1,183",160.2,137.9,124.2
114/01/19,二市,FV5,辣椒,青龍,30.0,6,30.0,30.0,30.0
114/01/19,二市,FV6,辣椒,糯米椒,81.5,672,124.3,80.4,42.1
114/01/19,二市,FV9,辣椒,進口,57.7,210,65.0,57.2,52.0
114/01/18,一市,FV0,辣椒,其他,107.5,210,399.8,40.8,15.2
114/01/18,一市,FV1,辣椒,紅小,111.0,"2,070",181.0,107.4,52.2
114/01/18,一市,FV2,辣椒,青小,39.1,733,50.6,42.0,18.8
114/01/18,一市,FV3,辣椒,雞心,700.0,1,700.0,700.0,700.0
114/01/18,一市,FV4,辣椒,朝天椒,148.1,"1,685",182.9,148.3,112.9
114/01/18,一市,FV6,辣椒,糯米椒,97.1,"1,546",142.8,97.7,49.7
114/01/18,一市,FV9,辣椒,進口,65.2,833,76.9,63.1,60.0
114/01/18,二市,FV0,辣椒,其他,46.5,72,55.0,47.5,35.1
114/01/18,二市,FV1,辣椒,紅小,102.1,637,129.8,109.5,51.9
114/01/18,二市,FV2,辣椒,青小,33.0,298,59.1,30.3,15.0
114/01/18,二市,FV4,辣椒,朝天椒,153.4,"1,067",166.2,156.2,132.5
114/01/18,二市,FV6,辣椒,糯米椒,83.1,508,116.4,82.6,51.5
114/01/18,二市,FV9,辣椒,進口,35.0,210,35.0,35.0,35.0
114/01/17,一市,FV0,辣椒,其他,83.7,213,250.1,49.3,20.1
114/01/17,一市,FV1,辣椒,紅小,124.1,"1,472",184.6,128.3,51.0
114/01/17,一市,FV2,辣椒,青小,34.4,718,50.2,37.1,10.7
114/01/17,一市,FV3,辣椒,雞心,462.0,5,480.0,460.0,450.0
114/01/17,一市,FV4,辣椒,朝天椒,140.5,"1,762",173.7,142.1,102.1
114/01/17,一市,FV5,辣椒,青龍,23.3,36,30.0,25.6,10.0
114/01/17,一市,FV6,辣椒,糯米椒,98.3,"1,287",145.6,96.2,57.6
114/01/17,一市,FV9,辣椒,進口,55.1,"1,204",80.0,53.3,35.6
114/01/17,二市,FV0,辣椒,其他,43.8,62,59.4,43.5,29.1
114/01/17,二市,FV1,辣椒,紅小,105.4,426,131.9,114.2,52.5
114/01/17,二市,FV2,辣椒,青小,67.8,155,150.3,53.8,27.1
114/01/17,二市,FV4,辣椒,朝天椒,159.1,939,187.9,160.9,125.0
114/01/17,二市,FV5,辣椒,青龍,24.2,52,30.0,23.7,20.0
114/01/17,二市,FV6,辣椒,糯米椒,106.1,242,168.6,102.0,55.8
114/01/17,二市,FV9,辣椒,進口,35.0,280,35.0,35.0,35.0
114/01/15,一市,FV0,辣椒,其他,57.0,222,169.2,34.7,11.8
114/01/15,一市,FV1,辣椒,紅小,110.0,"1,292",184.4,110.2,35.0
114/01/15,一市,FV2,辣椒,青小,33.1,555,50.0,34.7,11.2
114/01/15,一市,FV3,辣椒,雞心,616.7,3,750.0,661.1,350.0
114/01/15,一市,FV4,辣椒,朝天椒,113.2,"1,640",139.3,116.7,76.3
114/01/15,一市,FV5,辣椒,青龍,36.2,116,67.8,33.1,14.0
114/01/15,一市,FV6,辣椒,糯米椒,87.4,"1,471",139.7,85.7,40.3
114/01/15,一市,FV9,辣椒,進口,51.4,"1,008",80.0,48.1,33.0
114/01/15,二市,FV0,辣椒,其他,41.7,49,62.5,40.0,26.2
114/01/15,二市,FV1,辣椒,紅小,74.7,829,127.8,74.0,23.6
114/01/15,二市,FV2,辣椒,青小,42.7,137,89.6,35.6,17.3
114/01/15,二市,FV4,辣椒,朝天椒,122.1,724,147.6,125.9,85.3
114/01/15,二市,FV5,辣椒,青龍,20.0,5,20.0,20.0,20.0
114/01/15,二市,FV6,辣椒,糯米椒,83.5,242,123.9,83.4,43.4
114/01/15,二市,FV9,辣椒,進口,35.0,210,35.0,35.0,35.0
114/01/14,一市,FV0,辣椒,其他,75.2,145,176.2,62.3,12.9
114/01/14,一市,FV1,辣椒,紅小,103.3,905,202.7,90.6,42.0
114/01/14,一市,FV2,辣椒,青小,42.4,755,60.0,46.8,11.7
114/01/14,一市,FV3,辣椒,雞心,406.7,9,500.0,411.1,300.0
114/01/14,一市,FV4,辣椒,朝天椒,105.5,"1,936",135.0,106.7,72.1
114/01/14,一市,FV5,辣椒,青龍,42.5,26,70.0,41.8,17.1
114/01/14,一市,FV6,辣椒,糯米椒,108.8,"1,418",174.6,102.5,61.9
114/01/14,一市,FV9,辣椒,進口,49.8,784,75.0,46.4,35.0
114/01/14,二市,FV0,辣椒,其他,127.6,27,270.0,101.0,65.0
114/01/14,二市,FV1,辣椒,紅小,89.0,402,151.0,82.5,46.4
114/01/14,二市,FV2,辣椒,青小,40.2,104,65.0,40.4,15.0
114/01/14,二市,FV4,辣椒,朝天椒,119.6,748,142.9,124.4,82.0
114/01/14,二市,FV6,辣椒,糯米椒,76.7,354,115.4,72.4,50.6
114/01/14,二市,FV9,辣椒,進口,32.1,330,35.0,35.0,20.6
114/01/12,一市,FV0,辣椒,其他,81.0,128,227.0,54.6,14.4
114/01/12,一市,FV1,辣椒,紅小,72.6,"1,290",144.3,62.1,32.3
114/01/12,一市,FV2,辣椒,青小,38.0,525,63.4,36.5,17.1
114/01/12,一市,FV3,辣椒,雞心,350.0,2,350.0,350.0,350.0
114/01/12,一市,FV4,辣椒,朝天椒,102.3,"1,815",129.7,103.4,71.6
114/01/12,一市,FV6,辣椒,糯米椒,91.6,864,124.8,92.0,57.1
114/01/12,一市,FV9,辣椒,進口,51.4,784,66.3,50.3,40.0
114/01/12,二市,FV0,辣椒,其他,70.0,8,70.0,70.0,70.0
114/01/12,二市,FV1,辣椒,紅小,88.9,182,149.9,83.5,44.2
114/01/12,二市,FV2,辣椒,青小,26.9,246,44.2,24.5,16.8
114/01/12,二市,FV4,辣椒,朝天椒,93.1,569,122.4,93.5,62.2
114/01/12,二市,FV5,辣椒,青龍,25.0,4,25.0,25.0,25.0
114/01/12,二市,FV6,辣椒,糯米椒,60.1,624,95.5,56.8,34.8
114/01/12,二市,FV9,辣椒,進口,36.2,210,40.0,35.3,35.0
114/01/11,一市,FV0,辣椒,其他,93.9,159,329.9,40.4,18.4
114/01/11,一市,FV1,辣椒,紅小,85.6,994,132.3,85.9,37.9
114/01/11,一市,FV2,辣椒,青小,45.6,559,71.4,45.3,20.9
114/01/11,一市,FV3,辣椒,雞心,466.7,6,500.0,461.1,450.0
114/01/11,一市,FV4,辣椒,朝天椒,98.6,"1,319",119.3,101.0,70.9
114/01/11,一市,FV5,辣椒,青龍,25.0,8,25.0,25.0,25.0
114/01/11,一市,FV6,辣椒,糯米椒,71.7,"1,144",107.5,70.4,39.9
114/01/11,一市,FV9,辣椒,進口,50.8,"1,400",70.0,50.5,32.5
114/01/11,二市,FV0,辣椒,其他,50.0,33,70.0,46.7,40.0
114/01/11,二市,FV1,辣椒,紅小,84.0,152,139.8,86.0,22.0
114/01/11,二市,FV2,辣椒,青小,34.2,213,44.2,33.7,25.4
114/01/11,二市,FV4,辣椒,朝天椒,87.7,863,104.4,90.4,62.8
114/01/11,二市,FV6,辣椒,糯米椒,87.3,401,112.0,91.0,51.4
114/01/11,二市,FV9,辣椒,進口,51.3,280,60.0,52.1,40.0
114/01/10,一市,FV0,辣椒,其他,69.0,210,228.1,34.8,12.7
114/01/10,一市,FV1,辣椒,紅小,75.7,"1,283",118.4,77.2,28.5
114/01/10,一市,FV2,辣椒,青小,36.3,724,50.8,36.8,20.2
114/01/10,一市,FV3,辣椒,雞心,600.0,2,600.0,600.0,600.0
114/01/10,一市,FV4,辣椒,朝天椒,88.5,"1,623",114.8,87.7,64.9
114/01/10,一市,FV5,辣椒,青龍,29.1,51,47.8,27.6,15.0
114/01/10,一市,FV6,辣椒,糯米椒,70.3,"1,068",115.5,68.4,31.0
114/01/10,一市,FV9,辣椒,進口,58.5,"1,596",70.9,58.9,45.0
114/01/10,二市,FV0,辣椒,其他,33.3,33,35.0,33.9,30.0
114/01/10,二市,FV1,辣椒,紅小,63.2,309,94.1,69.1,14.8
114/01/10,二市,FV2,辣椒,青小,45.9,119,61.5,47.1,26.6
114/01/10,二市,FV4,辣椒,朝天椒,90.2,965,107.1,89.4,75.9
114/01/10,二市,FV6,辣椒,糯米椒,76.0,267,131.5,71.0,35.4
114/01/10,二市,FV9,辣椒,進口,66.4,350,67.0,66.6,65.0
114/01/09,一市,FV0,辣椒,其他,52.7,227,103.3,46.7,20.0
114/01/09,一市,FV1,辣椒,紅小,77.0,"1,188",110.7,76.5,44.9
114/01/09,一市,FV2,辣椒,青小,43.2,554,54.7,44.6,27.7
